attempt_idx,phase,idx_within_phase,attempt_pid,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
2,measured,12,30308,28279432338500,28279432397000,28279432407208,10208,5917,1917,120000,127834
2,measured,13,30308,28279436467000,28279436512291,28279436518500,6209,7500,2541,94584,104625
2,measured,14,30308,28279440500083,28279440561750,28279440568416,6666,5916,1917,106458,114291
2,measured,15,30308,28279444489208,28279444552875,28279444559500,6625,7375,2250,107583,117208
2,measured,16,30308,28279448392583,28279448457416,28279448463875,6459,7791,2750,108042,118583
2,measured,17,30308,28279452482833,28279452555000,28279452561291,6291,6542,2000,120292,128834
2,measured,18,30308,28279456688708,28279456754625,28279456761125,6500,6250,1875,123625,131750
2,measured,19,30308,28279460801375,28279460873000,28279460879583,6583,8000,2417,116750,127167
2,measured,20,30308,28279465009708,28279465072958,28279465079166,6208,7666,2292,109042,119000
2,measured,21,30308,28279469119750,28279469182708,28279469189083,6375,7917,2250,106583,116750
2,measured,22,30308,28279473139000,28279473210416,28279473217125,6709,8333,2417,119708,130458
2,measured,23,30308,28279477322416,28279477373958,28279477380541,6583,7334,1833,90375,99542
2,measured,24,30308,28279480824208,28279480877541,28279480883833,6292,7459,2125,91375,100959
2,measured,25,30308,28279484608375,28279484667250,28279484674250,7000,8667,2375,107458,118500
2,measured,26,30308,28279488527791,28279488582583,28279488589166,6583,10042,1708,85208,96958
2,measured,27,30308,28279492136875,28279492199583,28279492206208,6625,8875,2542,101292,112709
2,measured,28,30308,28279496115041,28279496165791,28279496172416,6625,6459,2041,91375,99875
2,measured,29,30308,28279499579458,28279499633541,28279499639625,6084,6083,2125,93167,101375
2,measured,30,30308,28279503262208,28279503311125,28279503317666,6541,6709,1916,93125,101750
2,measured,31,30308,28279507022750,28279507072833,28279507079250,6417,6709,1875,90916,99500
2,measured,32,30308,28279510687916,28279510737458,28279510743708,6250,6083,1875,87417,95375
2,measured,33,30308,28279514117208,28279514169541,28279514175708,6167,7292,2458,88250,98000
2,measured,34,30308,28279517778666,28279517835458,28279517841958,6500,6917,2208,98875,108000
2,measured,35,30308,28279521570583,28279521624625,28279521631166,6541,7000,2250,87625,96875
2,measured,36,30308,28279525081500,28279525151125,28279525157333,6208,7625,3166,112709,123500
2,measured,37,30308,28279528674875,28279528726958,28279528733250,6292,7334,2125,88375,97834
2,measured,38,30308,28279532315750,28279532367666,28279532374208,6542,6917,2708,90000,99625
2,measured,39,30308,28279536020041,28279536071166,28279536077791,6625,6333,1958,88750,97041
2,measured,40,30308,28279539681833,28279539735875,28279539742416,6541,7417,2417,93083,102917
2,measured,41,30308,28279543459625,28279543516666,28279543522916,6250,7459,2000,91958,101417
2,measured,42,30308,28279547053666,28279547107375,28279547114041,6666,7792,2541,83375,93708
2,measured,43,30308,28279550591625,28279550655500,28279550661958,6458,5958,2042,114875,122875
2,measured,44,30308,28279554219875,28279554270000,28279554276125,6125,6750,1958,89542,98250
2,measured,45,30308,28279557858125,28279557919541,28279557930208,10667,7375,2291,101834,111500
2,measured,46,30308,28279561422500,28279561472333,28279561478666,6333,5667,1791,85209,92667
2,measured,47,30308,28279565107291,28279565157458,28279565164000,6542,7291,2084,85583,94958
2,measured,48,30308,28279568792916,28279568843500,28279568849916,6416,7167,2042,87625,96834
2,measured,49,30308,28279572212541,28279572265000,28279572271083,6083,6750,2083,91167,100000
2,measured,50,30308,28279575885666,28279575924583,28279575934375,9792,7292,2667,87625,97584
2,measured,51,30308,28279579813500,28279579872000,28279579878416,6416,9208,3000,92542,104750
2,measured,52,30308,28279583347208,28279583388041,28279583396541,8500,7875,2417,93792,104084
2,measured,53,30308,28279587045041,28279587095875,28279587102250,6375,6584,2000,90875,99459
2,measured,54,30308,28279590670000,28279590722958,28279590729458,6500,7333,2209,92500,102042
2,measured,55,30308,28279594285833,28279594334958,28279594341541,6583,6000,1917,89708,97625
2,measured,56,30308,28279597735333,28279597787333,28279597793666,6333,6584,2208,91042,99834
2,measured,57,30308,28279601880250,28279601934250,28279601940375,6125,6875,2250,94375,103500
2,measured,58,30308,28279605723958,28279605775041,28279605781666,6625,6542,2000,91667,100209
2,measured,59,30308,28279609310666,28279609357333,28279609363916,6583,9666,2250,87792,99708
2,measured,60,30308,28279612867083,28279612918625,28279612924916,6291,7542,2083,89875,99500
2,measured,61,30308,28279616686750,28279616751958,28279616758166,6208,7458,2459,131541,141458
2,measured,62,30308,28279620371541,28279620422958,28279620429458,6500,7959,2375,93625,103959
2,measured,63,30308,28279624198375,28279624255416,28279624261916,6500,8333,2750,93542,104625
2,measured,64,30308,28279627958125,28279628008000,28279628014583,6583,6250,1834,90166,98250
2,measured,65,30308,28279631635458,28279631691166,28279631697541,6375,10250,3417,86083,99750
2,measured,66,30308,28279635433958,28279635481416,28279635484000,2584,6459,2041,84875,93375
2,measured,67,30308,28279637962625,28279638011166,28279638013708,2542,6584,1916,91292,99792
2,measured,68,30308,28279640553250,28279640600916,28279640603250,2334,6167,2250,89333,97750
2,measured,69,30308,28279643166541,28279643389875,28279643392458,2583,7250,2500,265208,274958
2,measured,70,30308,28279645876083,28279645923416,28279645926208,2792,6500,2083,96583,105166
2,measured,71,30308,28279648577541,28279648626625,28279648629000,2375,6416,2167,94875,103458
2,measured,72,30308,28279651242958,28279651290583,28279651292916,2333,6166,1875,91542,99583
2,measured,73,30308,28279653900583,28279653949000,28279653951458,2458,6792,2041,86584,95417
2,measured,74,30308,28279656461500,28279656519083,28279656521625,2542,8958,2917,99083,110958
2,measured,75,30308,28279659087041,28279659136541,28279659139083,2542,6291,1959,104166,112416
2,measured,76,30308,28279661799041,28279661848583,28279661851083,2500,7750,2250,83875,93875
2,measured,77,30308,28279664602208,28279664652125,28279664654666,2541,6083,2083,90292,98458
2,measured,78,30308,28279667303250,28279667354416,28279667356875,2459,6500,1875,105333,113708
2,measured,79,30308,28279670097500,28279670140875,28279670145875,5000,7333,5042,92333,104708
2,measured,80,30308,28279672849041,28279672896958,28279672899541,2583,6667,2041,86875,95583
2,measured,81,30308,28279675581166,28279675632916,28279675635458,2542,8208,2750,89292,100250
2,measured,82,30308,28279678395791,28279678443875,28279678446500,2625,6333,1917,86833,95083
2,measured,83,30308,28279680884083,28279680931125,28279680933708,2583,6792,2042,80250,89084
3,calibration,0,30310,28286805882583,28286809615041,28286809626916,11875,443292,25916,3343792,3813000
3,calibration,1,30310,28286809800416,28286810009833,28286810016000,6167,20791,6250,245459,272500
3,calibration,2,30310,28286810109458,28286810190958,28286810197666,6708,14791,4209,119250,138250
