# IOReport telemetry  interval=250ms  csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959.csv  states_csv=/Users/vanreece/dev/metal_ml_lab/experiments/016-matmul-discrimination/raw/20260429T213959-states.csv
# Ctrl-C to stop
# time        gpu mW    cpu mW    ane mW   dram mW   amcc mW    dcs mW    afr mW   disp mW    isp mW    ave mW  gpu_sram mW
  21:41:29    189 mW   1498 mW      0 mW    457 mW    735 mW    732 mW     18 mW    340 mW      2 mW      2 mW      0 mW
  21:41:29   2659 mW   1770 mW      0 mW    547 mW   1225 mW   1168 mW     73 mW    223 mW      2 mW      2 mW      0 mW
  21:41:29   3596 mW   2378 mW      0 mW    700 mW   1364 mW   1493 mW    120 mW    295 mW      2 mW      2 mW      0 mW
  21:41:30   3486 mW   2276 mW      0 mW    679 mW   1372 mW   1451 mW    118 mW    300 mW      2 mW      2 mW      0 mW
  21:41:30   3010 mW   1948 mW      0 mW    656 mW   1318 mW   1362 mW    100 mW    212 mW      2 mW      2 mW      0 mW
  21:41:31   3524 mW   4381 mW      0 mW   1017 mW   1657 mW   1791 mW    119 mW    337 mW      2 mW      0 mW      0 mW
  21:41:31    130 mW   6266 mW      0 mW    793 mW   1179 mW   1318 mW     24 mW    158 mW      2 mW      2 mW      0 mW
  21:41:32    136 mW   1333 mW      0 mW    425 mW    770 mW    759 mW     13 mW    338 mW      0 mW      2 mW      0 mW
  21:41:32   5801 mW   1377 mW      0 mW    552 mW   1161 mW   1596 mW    119 mW    202 mW      2 mW      2 mW      0 mW
  21:41:32   7788 mW   2653 mW      0 mW    861 mW   1481 mW   1846 mW    176 mW    323 mW      2 mW      2 mW      0 mW
  21:41:33   7779 mW   1654 mW      0 mW    667 mW   1322 mW   1772 mW    174 mW    280 mW      2 mW      2 mW      0 mW
  21:41:33   7757 mW   1535 mW      0 mW    662 mW   1319 mW   1777 mW    176 mW    228 mW      2 mW      2 mW      0 mW
  21:41:34   7755 mW   1696 mW      0 mW    749 mW   1356 mW   1779 mW    175 mW    317 mW      2 mW      2 mW      0 mW
  21:41:34   8298 mW   1624 mW      0 mW    680 mW   1341 mW   1867 mW    183 mW    197 mW      2 mW      2 mW      0 mW
  21:41:35   7858 mW   1847 mW      0 mW    737 mW   1351 mW   1787 mW    178 mW    322 mW      0 mW      0 mW      0 mW
  21:41:35   7665 mW   1667 mW      0 mW    620 mW   1251 mW   1735 mW    168 mW    210 mW      2 mW      2 mW      0 mW
  21:41:35   8001 mW   1775 mW      0 mW    731 mW   1370 mW   1834 mW    182 mW    299 mW      2 mW      2 mW      0 mW
  21:41:36   7175 mW   1356 mW      0 mW    588 mW   1176 mW   1598 mW    159 mW    269 mW      2 mW      2 mW      0 mW
  21:41:36   6931 mW   1696 mW      0 mW    665 mW   1302 mW   1769 mW    174 mW    234 mW      2 mW      2 mW      0 mW
  21:41:37    216 mW   1215 mW      0 mW    388 mW    714 mW    748 mW     29 mW    333 mW      2 mW      2 mW      0 mW
  21:41:37    113 mW   1087 mW      0 mW    242 mW    580 mW    525 mW      9 mW    181 mW      2 mW      2 mW      0 mW
  21:41:38   1049 mW   3058 mW      0 mW    682 mW   1278 mW   1630 mW     77 mW    336 mW      2 mW      2 mW      0 mW
  21:41:38    501 mW   2477 mW      0 mW    489 mW    873 mW   1128 mW     53 mW    164 mW      0 mW      2 mW      0 mW
  21:41:39    174 mW   1160 mW      0 mW    357 mW    734 mW    650 mW     17 mW    321 mW      2 mW      0 mW      0 mW
  21:41:39    256 mW   1283 mW      0 mW    305 mW    690 mW    591 mW     21 mW    220 mW      2 mW      2 mW      0 mW
  21:41:39   1160 mW   5227 mW      0 mW    885 mW   1478 mW   1937 mW     80 mW    325 mW      2 mW      2 mW      0 mW
  21:41:40    485 mW   2315 mW      0 mW    452 mW    873 mW   1035 mW     59 mW    274 mW      2 mW      2 mW      0 mW
  21:41:40    124 mW   2260 mW      0 mW    459 mW    822 mW    842 mW     11 mW    221 mW      2 mW      2 mW      0 mW
  21:41:41    455 mW   1794 mW      0 mW    461 mW    986 mW    997 mW     32 mW    332 mW      2 mW      2 mW      0 mW
  21:41:41   1234 mW   3523 mW      0 mW    631 mW   1324 mW   1846 mW     95 mW    199 mW      2 mW      2 mW      0 mW
  21:41:42    159 mW   1744 mW      0 mW    399 mW    770 mW    822 mW     30 mW    298 mW      2 mW      2 mW      0 mW
  21:41:42    114 mW   1035 mW      0 mW    270 mW    581 mW    562 mW     11 mW    194 mW      0 mW      2 mW      0 mW
  21:41:43   1263 mW   2590 mW      0 mW    661 mW   1289 mW   1626 mW     70 mW    359 mW      2 mW      2 mW      0 mW
  21:41:43    953 mW   2949 mW      0 mW    522 mW   1061 mW   1469 mW     77 mW    209 mW      2 mW      2 mW      0 mW
  21:41:43    187 mW   1238 mW      0 mW    371 mW    770 mW    736 mW     18 mW    295 mW      2 mW      2 mW      0 mW
  21:41:44     92 mW   3772 mW      0 mW    775 mW   1180 mW   1223 mW     11 mW    285 mW      2 mW      2 mW      0 mW
  21:41:44   1557 mW   2979 mW      0 mW    633 mW   1217 mW   1589 mW     68 mW    230 mW      2 mW      2 mW      0 mW
  21:41:45   1521 mW   3102 mW      0 mW    679 mW   1308 mW   1747 mW    110 mW    331 mW      2 mW      0 mW      0 mW
  21:41:45    113 mW   1112 mW      0 mW    258 mW    604 mW    602 mW      9 mW    173 mW      2 mW      2 mW      0 mW
  21:41:46    138 mW   1887 mW      0 mW    607 mW   1016 mW   1005 mW     15 mW    326 mW      2 mW      2 mW      0 mW
  21:41:46   2834 mW   1675 mW      0 mW    474 mW   1109 mW   1263 mW     74 mW    198 mW      2 mW      2 mW      0 mW
  21:41:47   4245 mW   2871 mW      0 mW    691 mW   1366 mW   1683 mW    129 mW    341 mW      0 mW      2 mW      0 mW
  21:41:47   1539 mW   2230 mW      0 mW    449 mW    960 mW   1252 mW     70 mW    204 mW      2 mW      2 mW      0 mW
  21:41:47    167 mW   1221 mW      0 mW    369 mW    736 mW    684 mW     15 mW    286 mW      2 mW      2 mW      0 mW
  21:41:48    144 mW   1088 mW      0 mW    317 mW    656 mW    632 mW     11 mW    276 mW      2 mW      2 mW      0 mW
  21:41:48   4671 mW   1415 mW      0 mW    488 mW   1227 mW   1137 mW     74 mW    258 mW      2 mW      2 mW      0 mW
  21:41:49   6985 mW   2068 mW      0 mW    601 mW   1336 mW   1459 mW    128 mW    338 mW      2 mW      2 mW      0 mW
  21:41:49   5589 mW   1646 mW      0 mW    496 mW   1225 mW   1329 mW    102 mW    177 mW      2 mW      2 mW      0 mW
  21:41:50   6673 mW   1898 mW      0 mW    579 mW   1284 mW   1379 mW    121 mW    326 mW      2 mW      0 mW      0 mW
  21:41:50   6585 mW   1822 mW      0 mW    484 mW   1163 mW   1291 mW    112 mW    181 mW      0 mW      5 mW      0 mW
  21:41:51   1932 mW   1813 mW      0 mW    474 mW    890 mW    983 mW     63 mW    295 mW      2 mW      0 mW      0 mW
  21:41:51     89 mW   1104 mW      0 mW    313 mW    652 mW    598 mW     11 mW    257 mW      2 mW      2 mW      0 mW
  21:41:51   9608 mW   2582 mW      0 mW    895 mW   1491 mW   1698 mW     98 mW    281 mW      2 mW      2 mW      0 mW
  21:41:52  17261 mW   4956 mW      0 mW    953 mW   1663 mW   2025 mW    200 mW    346 mW      5 mW      5 mW      0 mW
  21:41:52  16166 mW   1724 mW      0 mW    640 mW   1341 mW   1795 mW    169 mW    331 mW      5 mW      5 mW      0 mW
  21:41:53  16994 mW   1887 mW      0 mW    800 mW   1541 mW   2017 mW    200 mW    363 mW      2 mW      5 mW      0 mW
  21:41:53  15252 mW   1456 mW      0 mW    623 mW   1302 mW   1753 mW    174 mW    328 mW      5 mW      2 mW      0 mW
  21:41:54  16660 mW   1628 mW      0 mW    746 mW   1475 mW   1938 mW    197 mW    357 mW      5 mW      5 mW      0 mW
  21:41:54  16386 mW   1616 mW      0 mW    646 mW   1399 mW   1885 mW    187 mW    257 mW      2 mW      5 mW      0 mW
  21:41:54  16262 mW   1571 mW      0 mW    716 mW   1435 mW   1889 mW    190 mW    307 mW      5 mW      2 mW      0 mW
  21:41:55  16397 mW   1439 mW      0 mW    684 mW   1401 mW   1867 mW    189 mW    333 mW      5 mW      5 mW      0 mW
  21:41:55  15997 mW   1344 mW      0 mW    626 mW   1344 mW   1845 mW    189 mW    226 mW      5 mW      5 mW      0 mW
  21:41:56  10767 mW   1600 mW      0 mW    635 mW   1277 mW   1631 mW    164 mW    346 mW      2 mW      4 mW      0 mW
  21:41:56    127 mW   1110 mW      0 mW    244 mW    520 mW    464 mW     15 mW    203 mW      4 mW      2 mW      0 mW
  21:41:57    216 mW   1266 mW      0 mW    380 mW    729 mW    693 mW     18 mW    345 mW      4 mW      4 mW      0 mW
  21:41:57   1428 mW   3204 mW      0 mW    609 mW   1361 mW   1753 mW     99 mW    233 mW      5 mW      5 mW      0 mW
  21:41:58    641 mW   2439 mW      0 mW    465 mW    941 mW    999 mW     73 mW    334 mW      4 mW      4 mW      0 mW
  21:41:58    107 mW   1158 mW      0 mW    320 mW    585 mW    650 mW     11 mW    263 mW      2 mW      2 mW      0 mW
  21:41:58    552 mW   1688 mW      0 mW    450 mW   1043 mW   1072 mW     36 mW    322 mW      5 mW      5 mW      0 mW
  21:41:59   1419 mW   3421 mW      0 mW    652 mW   1346 mW   1808 mW    111 mW    324 mW      5 mW      5 mW      0 mW
  21:41:59    342 mW   1830 mW      0 mW    353 mW    820 mW    907 mW     43 mW    229 mW      4 mW      4 mW      0 mW
  21:42:00    165 mW   1175 mW      0 mW    339 mW    750 mW    690 mW     17 mW    335 mW      2 mW      2 mW      0 mW
  21:42:00   1407 mW   2356 mW      0 mW    536 mW   1214 mW   1585 mW     73 mW    237 mW      5 mW      5 mW      0 mW
  21:42:01   1527 mW   3355 mW      0 mW    681 mW   1370 mW   1797 mW    121 mW    350 mW      5 mW      5 mW      0 mW
  21:42:01    113 mW   1253 mW      0 mW    292 mW    655 mW    684 mW     11 mW    211 mW      4 mW      2 mW      0 mW
  21:42:01    197 mW   1213 mW      0 mW    355 mW    773 mW    626 mW     20 mW    341 mW      2 mW      5 mW      0 mW
  21:42:02   2055 mW   2644 mW      0 mW    611 mW   1269 mW   1655 mW     80 mW    291 mW      5 mW      2 mW      0 mW
  21:42:02   1707 mW   3377 mW      0 mW    661 mW   1373 mW   1844 mW    115 mW    263 mW      5 mW      5 mW      0 mW
  21:42:03    207 mW   1863 mW      0 mW    485 mW    938 mW    959 mW     20 mW    330 mW      4 mW      2 mW      0 mW
  21:42:03    107 mW   1119 mW      0 mW    254 mW    632 mW    578 mW     11 mW    194 mW      2 mW      4 mW      0 mW
  21:42:04   2201 mW   1977 mW      0 mW    556 mW   1197 mW   1304 mW     73 mW    365 mW      5 mW      2 mW      0 mW
  21:42:04   4133 mW   3090 mW      0 mW    645 mW   1401 mW   1883 mW    139 mW    210 mW      5 mW      5 mW      0 mW
  21:42:05    975 mW   1944 mW      0 mW    408 mW    851 mW    894 mW     60 mW    318 mW      4 mW      4 mW      0 mW
  21:42:05     97 mW   1073 mW      0 mW    283 mW    646 mW    612 mW     11 mW    263 mW      4 mW      2 mW      0 mW
  21:42:05   4216 mW   1466 mW      0 mW    466 mW   1109 mW   1079 mW     69 mW    316 mW      2 mW      5 mW      0 mW
  21:42:06   6420 mW   2030 mW      0 mW    530 mW   1299 mW   1456 mW    126 mW    308 mW      5 mW      2 mW      0 mW
  21:42:06   6431 mW   2053 mW      0 mW    548 mW   1355 mW   1503 mW    128 mW    262 mW      5 mW      5 mW      0 mW
  21:42:07   6935 mW   2242 mW      0 mW    609 mW   1359 mW   1490 mW    131 mW    351 mW      2 mW      5 mW      0 mW
  21:42:07    562 mW   1560 mW      0 mW    288 mW    687 mW    717 mW     32 mW    186 mW      4 mW      2 mW      0 mW
  21:42:08    182 mW   1268 mW      0 mW    406 mW    756 mW    763 mW     18 mW    359 mW      4 mW      4 mW      0 mW
  21:42:08   7456 mW   1309 mW      0 mW    487 mW   1168 mW   1131 mW     78 mW    233 mW      5 mW      2 mW      0 mW
  21:42:09  15622 mW   2884 mW      0 mW    823 mW   1515 mW   1871 mW    177 mW    345 mW      2 mW      5 mW      0 mW
  21:42:09  20248 mW   1686 mW      0 mW    623 mW   1366 mW   1873 mW    202 mW    277 mW      5 mW      5 mW      0 mW
  21:42:09  11640 mW   2314 mW      0 mW    778 mW   1558 mW   1748 mW    177 mW    302 mW      5 mW      5 mW      0 mW
  21:42:10  17408 mW   5007 mW      0 mW    914 mW   1626 mW   1963 mW    206 mW    349 mW      5 mW      2 mW      0 mW
  21:42:10  19246 mW   2079 mW      0 mW    666 mW   1371 mW   1828 mW    196 mW    342 mW      2 mW      5 mW      0 mW
  21:42:11   5124 mW   2064 mW      0 mW    544 mW    992 mW   1189 mW    109 mW    332 mW      4 mW      4 mW      0 mW
  21:42:11    114 mW   1136 mW      0 mW    307 mW    613 mW    600 mW     11 mW    350 mW      4 mW      4 mW      0 mW
  21:42:12  10102 mW   1449 mW      0 mW    553 mW   1164 mW   1330 mW     74 mW    357 mW      4 mW      4 mW      0 mW
  21:42:12  26871 mW   1419 mW      0 mW    664 mW   1424 mW   1976 mW    210 mW    238 mW      5 mW      2 mW      0 mW
  21:42:13  25198 mW   1333 mW      0 mW    696 mW   1392 mW   1836 mW    198 mW    341 mW      2 mW      5 mW      0 mW
  21:42:13  24733 mW   1399 mW      0 mW    660 mW   1368 mW   1842 mW    198 mW    279 mW      4 mW      4 mW      0 mW
  21:42:13  27496 mW   1483 mW      0 mW    719 mW   1490 mW   1987 mW    224 mW    302 mW      5 mW      5 mW      0 mW
  21:42:14  25321 mW   2807 mW      0 mW    760 mW   1456 mW   1874 mW    207 mW    340 mW      5 mW      2 mW      0 mW
  21:42:14  26149 mW   2349 mW      0 mW    829 mW   1506 mW   1953 mW    220 mW    244 mW      2 mW      5 mW      0 mW
  21:42:15  26560 mW   4536 mW      0 mW    993 mW   1707 mW   2021 mW    228 mW    355 mW      5 mW      5 mW      0 mW
  21:42:15  23340 mW   1424 mW      0 mW    612 mW   1241 mW   1672 mW    181 mW    311 mW      4 mW      4 mW      0 mW
  21:42:16  27862 mW   1732 mW      0 mW    813 mW   1556 mW   2028 mW    233 mW    375 mW      5 mW      2 mW      0 mW
  21:42:16  25689 mW   1565 mW      0 mW    705 mW   1400 mW   1875 mW    207 mW    349 mW      2 mW      5 mW      0 mW
  21:42:16  23666 mW   1438 mW      0 mW    700 mW   1412 mW   1854 mW    211 mW    345 mW      4 mW      4 mW      0 mW
  21:42:17    561 mW   2008 mW      0 mW    680 mW   1148 mW   1332 mW     75 mW    364 mW      4 mW      4 mW      0 mW
  21:42:17    248 mW   3098 mW      0 mW    576 mW    955 mW   1019 mW     20 mW    343 mW      4 mW      4 mW      0 mW
  21:42:18   1555 mW   2965 mW      0 mW    714 mW   1277 mW   1681 mW    103 mW    364 mW      5 mW      2 mW      0 mW
  21:42:18    833 mW   3003 mW      0 mW    630 mW   1212 mW   1502 mW     93 mW    342 mW      2 mW      5 mW      0 mW
  21:42:19    245 mW   1470 mW      0 mW    454 mW    847 mW    937 mW     23 mW    345 mW      5 mW      5 mW      0 mW
  21:42:19    228 mW   1179 mW      0 mW    345 mW    682 mW    649 mW     16 mW    359 mW      5 mW      5 mW      0 mW
  21:42:20   2059 mW   2904 mW      0 mW    663 mW   1330 mW   1661 mW    116 mW    338 mW      4 mW      2 mW      0 mW
  21:42:20   1019 mW   2279 mW      0 mW    449 mW    902 mW   1130 mW     95 mW    245 mW      2 mW      4 mW      0 mW
  21:42:20    213 mW   1353 mW      0 mW    373 mW    788 mW    684 mW     19 mW    304 mW      4 mW      4 mW      0 mW
  21:42:21    683 mW   1427 mW      0 mW    396 mW    823 mW    771 mW     34 mW    304 mW      5 mW      5 mW      0 mW
  21:42:21   2789 mW   3254 mW      0 mW    707 mW   1420 mW   1921 mW    128 mW    279 mW      5 mW      5 mW      0 mW
  21:42:22    987 mW   2222 mW      0 mW    462 mW    919 mW   1049 mW     79 mW    321 mW      4 mW      2 mW      0 mW
  21:42:22    144 mW   1551 mW      0 mW    310 mW    667 mW    603 mW     11 mW    212 mW      4 mW      4 mW      0 mW
  21:42:23   1249 mW   2260 mW      0 mW    642 mW   1228 mW   1268 mW     45 mW    385 mW      2 mW      5 mW      0 mW
  21:42:23   3541 mW   2806 mW      0 mW    587 mW   1234 mW   1708 mW    131 mW    193 mW      5 mW      5 mW      0 mW
  21:42:24   2291 mW   2506 mW      0 mW    615 mW   1171 mW   1412 mW    102 mW    350 mW      5 mW      5 mW      0 mW
  21:42:24    153 mW   1173 mW      0 mW    292 mW    644 mW    571 mW     13 mW    219 mW      4 mW      2 mW      0 mW
  21:42:25    652 mW   1233 mW      0 mW    414 mW    874 mW    750 mW     30 mW    350 mW      2 mW      5 mW      0 mW
  21:42:25   4864 mW   1930 mW      0 mW    521 mW   1272 mW   1345 mW    107 mW    287 mW      5 mW      5 mW      0 mW
  21:42:25   5776 mW   2488 mW      0 mW    598 mW   1284 mW   1620 mW    148 mW    266 mW      5 mW      5 mW      0 mW
  21:42:26   2353 mW   2067 mW      0 mW    450 mW    915 mW   1000 mW     87 mW    347 mW      4 mW      2 mW      0 mW
  21:42:26    185 mW   1095 mW      0 mW    272 mW    668 mW    588 mW     14 mW    206 mW      2 mW      5 mW      0 mW
  21:42:27   2081 mW   1241 mW      0 mW    390 mW   1006 mW    734 mW     36 mW    344 mW      5 mW      5 mW      0 mW
  21:42:27   8054 mW   1476 mW      0 mW    522 mW   1294 mW   1404 mW    103 mW    218 mW      5 mW      5 mW      0 mW
  21:42:28  12320 mW   2023 mW      0 mW    629 mW   1392 mW   1488 mW    146 mW    344 mW      5 mW      2 mW      0 mW
  21:42:28  11378 mW   2082 mW      0 mW    574 mW   1281 mW   1372 mW    140 mW    248 mW      2 mW      5 mW      0 mW
  21:42:28  12248 mW   1917 mW      0 mW    578 mW   1353 mW   1440 mW    154 mW    293 mW      5 mW      5 mW      0 mW
  21:42:29   4370 mW   1732 mW      0 mW    427 mW    844 mW    905 mW     79 mW    310 mW      4 mW      4 mW      0 mW
  21:42:29    194 mW   1169 mW      0 mW    323 mW    758 mW    660 mW     16 mW    248 mW      4 mW      2 mW      0 mW
  21:42:30   8737 mW   1287 mW      0 mW    457 mW   1133 mW    949 mW     69 mW    358 mW      2 mW      5 mW      0 mW
  21:42:30  25685 mW   1512 mW      0 mW    614 mW   1360 mW   1692 mW    220 mW    213 mW      5 mW      5 mW      0 mW
  21:42:31  28866 mW   1539 mW      0 mW    698 mW   1394 mW   1834 mW    220 mW    344 mW      5 mW      5 mW      0 mW
  21:42:31  31062 mW   1561 mW      0 mW    628 mW   1354 mW   1873 mW    224 mW    216 mW      5 mW      2 mW      0 mW
  21:42:31  27831 mW   1746 mW      0 mW    732 mW   1419 mW   1817 mW    226 mW    329 mW      2 mW      5 mW      0 mW
  21:42:32  28289 mW   1486 mW      0 mW    677 mW   1395 mW   1871 mW    230 mW    318 mW      5 mW      5 mW      0 mW
  21:42:32  27888 mW   1539 mW      0 mW    627 mW   1356 mW   1696 mW    233 mW    238 mW      5 mW      2 mW      0 mW
  21:42:33  25889 mW   1597 mW      0 mW    729 mW   1426 mW   1746 mW    231 mW    343 mW      2 mW      5 mW      0 mW
  21:42:33  25099 mW   1425 mW      0 mW    584 mW   1265 mW   1609 mW    221 mW    196 mW      5 mW      5 mW      0 mW
  21:42:34   1502 mW   1476 mW      0 mW    465 mW    944 mW   1015 mW     65 mW    343 mW      4 mW      4 mW      0 mW
  21:42:34    165 mW   1084 mW      0 mW    302 mW    665 mW    569 mW     13 mW    222 mW      4 mW      2 mW      0 mW
  21:42:34  29326 mW   1419 mW      0 mW    724 mW   1409 mW   1655 mW    150 mW    363 mW      2 mW      5 mW      0 mW
  21:42:35  41059 mW   1280 mW      0 mW    631 mW   1324 mW   1788 mW    219 mW    277 mW      5 mW      5 mW      0 mW
  21:42:35  44621 mW   1366 mW      0 mW    689 mW   1413 mW   1898 mW    245 mW    271 mW      5 mW      5 mW      0 mW
  21:42:36  42391 mW   1286 mW      0 mW    704 mW   1408 mW   1837 mW    238 mW    342 mW      5 mW      2 mW      0 mW
  21:42:36  43824 mW   1294 mW      0 mW    638 mW   1337 mW   1856 mW    247 mW    206 mW      2 mW      5 mW      0 mW
  21:42:37  45319 mW   1405 mW      0 mW    756 mW   1496 mW   1945 mW    263 mW    364 mW      5 mW      5 mW      0 mW
  21:42:37  42043 mW   1243 mW      0 mW    603 mW   1296 mW   1806 mW    237 mW    202 mW      5 mW      5 mW      0 mW
  21:42:37  44457 mW   1303 mW      0 mW    732 mW   1441 mW   1885 mW    266 mW    347 mW      2 mW      2 mW      0 mW
  21:42:38  43804 mW   1277 mW      0 mW    675 mW   1373 mW   1851 mW    256 mW    287 mW      5 mW      5 mW      0 mW
  21:42:38  43706 mW   1368 mW      0 mW    785 mW   1424 mW   1885 mW    260 mW    253 mW      5 mW      5 mW      0 mW
  21:42:39  43294 mW   1329 mW      0 mW    744 mW   1433 mW   1869 mW    270 mW    347 mW      5 mW      2 mW      0 mW
  21:42:39  40658 mW   1280 mW      0 mW    653 mW   1298 mW   1802 mW    260 mW    198 mW      2 mW      4 mW      0 mW
  21:42:40    572 mW   1227 mW      0 mW    463 mW    908 mW    977 mW     79 mW    341 mW      4 mW      4 mW      0 mW
  21:42:40    172 mW   1051 mW      0 mW    302 mW    593 mW    665 mW     15 mW    198 mW      4 mW      4 mW      0 mW
  21:42:41   2312 mW   2197 mW      0 mW    665 mW   1301 mW   1523 mW    164 mW    368 mW      4 mW      4 mW      0 mW
  21:42:41   1956 mW   2456 mW      0 mW    580 mW   1174 mW   1522 mW    192 mW    212 mW      4 mW      2 mW      0 mW
  21:42:42    274 mW   1215 mW      0 mW    397 mW    773 mW    725 mW     26 mW    319 mW      2 mW      4 mW      0 mW
  21:42:42    194 mW   1567 mW      0 mW    385 mW    736 mW    715 mW     18 mW    291 mW      4 mW      4 mW      0 mW
  21:42:42   3684 mW   2431 mW      0 mW    692 mW   1393 mW   1685 mW    195 mW    311 mW      5 mW      5 mW      0 mW
  21:42:43   2726 mW   2957 mW      0 mW    745 mW   1408 mW   1851 mW    229 mW    342 mW      5 mW      5 mW      0 mW
