iso_ts,monotonic_ns,device_util_pct,renderer_util_pct,tiler_util_pct,in_use_system_memory_bytes,recovery_count,ioreg_subprocess_ms
2026-04-28T14:16:24.398816,13462446909375,0,0,0,1261797376,0,22.055
2026-04-28T14:16:24.499064,13462546876416,0,0,0,1261666304,0,22.323
2026-04-28T14:16:24.596067,13462646882833,0,0,0,1261666304,0,19.304
2026-04-28T14:16:24.699320,13462747014791,0,0,0,1261666304,0,22.433
2026-04-28T14:16:24.799452,13462846899416,0,0,0,1261666304,0,22.696
2026-04-28T14:16:24.897802,13462945964625,0,0,0,1261666304,0,21.985
2026-04-28T14:16:24.996938,13463046878833,0,0,0,1261912064,0,20.207
2026-04-28T14:16:25.097913,13463146874458,0,0,0,1261862912,0,21.182
2026-04-28T14:16:25.197904,13463246593083,0,0,0,1261666304,0,21.462
2026-04-28T14:16:25.298781,13463346906166,0,0,0,1261928448,0,22.024
2026-04-28T14:16:25.397413,13463445256541,0,0,0,1261928448,0,22.302
2026-04-28T14:16:25.498775,13463546869750,0,0,0,1261535232,0,22.053
2026-04-28T14:16:25.597530,13463646910583,0,0,0,1261535232,0,20.765
2026-04-28T14:16:25.692913,13463742736333,0,0,0,1261535232,0,20.32
2026-04-28T14:16:25.798205,13463846884041,0,0,0,1261535232,0,21.467
2026-04-28T14:16:25.898941,13463946870833,0,0,0,1261535232,0,22.22
2026-04-28T14:16:25.996259,13464046882500,0,0,0,1261780992,0,19.519
2026-04-28T14:16:26.097613,13464146894458,0,0,0,1261780992,0,20.86
2026-04-28T14:16:26.195790,13464243314208,0,0,0,1261584384,0,22.6
2026-04-28T14:16:26.300089,13464346413083,0,0,0,1261846528,0,23.811
2026-04-28T14:16:26.399774,13464446910625,0,0,0,1261846528,0,23.003
2026-04-28T14:16:26.493309,13464545944583,0,0,0,1261453312,0,17.489
2026-04-28T14:16:26.597141,13464646872916,0,0,0,1261453312,0,20.386
2026-04-28T14:16:26.701226,13464746905791,0,0,0,1261453312,0,24.436
2026-04-28T14:16:26.795775,13464843418041,0,0,0,1261453312,0,22.503
2026-04-28T14:16:26.899376,13464946905208,0,0,0,1261453312,0,22.613
2026-04-28T14:16:26.997522,13465046895583,0,0,0,1261649920,0,20.772
2026-04-28T14:16:27.098117,13465146917541,0,0,0,1261649920,0,21.339
2026-04-28T14:16:27.198559,13465246920875,0,0,0,1261453312,0,21.779
2026-04-28T14:16:27.298561,13465346918625,0,0,0,1261846528,0,21.787
2026-04-28T14:16:27.397777,13465446890291,0,0,0,1261846528,0,21.017
2026-04-28T14:16:27.495776,13465546888500,0,0,0,1491009536,0,19.033
2026-04-28T14:16:27.597798,13465646912666,0,0,0,1491009536,0,21.028
2026-04-28T14:16:27.698270,13465746911458,0,0,0,1491009536,0,21.5
2026-04-28T14:16:27.798184,13465846901875,0,0,0,1491009536,0,21.426
2026-04-28T14:16:27.898491,13465946879625,0,0,0,1491206144,0,21.754
2026-04-28T14:16:27.997804,13466045947916,0,0,0,1490976768,0,21.992
2026-04-28T14:16:28.096766,13466146878833,0,0,0,1490976768,0,20.029
2026-04-28T14:16:28.197944,13466245947041,0,0,0,1490976768,0,22.13
2026-04-28T14:16:28.298528,13466346880166,0,0,0,1490976768,0,21.776
2026-04-28T14:16:28.396927,13466446878291,0,0,0,1490976768,0,20.182
2026-04-28T14:16:28.500588,13466546886750,0,0,0,1490714624,0,23.841
2026-04-28T14:16:28.601788,13466646899916,0,0,0,1490714624,0,25.021
2026-04-28T14:16:28.701578,13466746883625,0,0,0,1490714624,0,24.811
2026-04-28T14:16:28.800085,13466846936250,0,0,0,1261158400,0,23.279
2026-04-28T14:16:28.897649,13466946913958,0,0,0,1261355008,0,20.865
2026-04-28T14:16:28.997884,13467046883875,0,0,0,1261158400,0,21.139
2026-04-28T14:16:29.097594,13467146879708,0,0,0,1261158400,0,20.85
2026-04-28T14:16:29.198235,13467246915166,0,0,0,1261158400,0,21.455
2026-04-28T14:16:29.295309,13467343444625,0,0,0,1261420544,0,21.999
2026-04-28T14:16:29.395338,13467446884125,0,0,0,1261420544,0,18.594
2026-04-28T14:16:29.500848,13467546882333,0,0,0,1261420544,0,24.085
2026-04-28T14:16:29.600537,13467646937416,0,0,0,1261420544,0,23.737
2026-04-28T14:16:29.698896,13467746902833,0,0,0,1261420544,0,22.129
2026-04-28T14:16:29.797072,13467846886458,0,0,0,1261666304,0,20.318
2026-04-28T14:16:29.897390,13467946886666,0,0,0,1261617152,0,20.637
2026-04-28T14:16:29.996051,13468046895875,0,0,0,1261420544,0,19.28
2026-04-28T14:16:30.094156,13468144401666,0,0,0,1261420544,0,19.889
2026-04-28T14:16:30.199243,13468246884666,0,0,0,1261420544,0,22.496
2026-04-28T14:16:30.298618,13468346888875,0,0,0,1261551616,0,21.866
2026-04-28T14:16:30.398522,13468446918750,0,0,0,1261551616,0,21.743
2026-04-28T14:16:30.499391,13468546909833,0,0,0,1261158400,0,22.617
2026-04-28T14:16:30.599125,13468646921208,0,0,0,1261158400,0,22.302
2026-04-28T14:16:30.698991,13468746924708,0,0,0,1261158400,0,22.205
2026-04-28T14:16:30.800019,13468846910583,0,0,0,1261355008,0,23.239
2026-04-28T14:16:30.901357,13468946904458,0,0,0,1261355008,0,24.578
2026-04-28T14:16:30.997283,13469046914500,0,0,0,1261109248,0,20.491
2026-04-28T14:16:31.098845,13469146895500,0,0,0,1261109248,0,22.081
2026-04-28T14:16:31.201903,13469246913708,0,0,0,1261109248,0,25.109
2026-04-28T14:16:31.293983,13469346893666,0,0,0,1261502464,0,17.221
2026-04-28T14:16:31.397051,13469446929333,0,0,0,1261502464,0,20.251
2026-04-28T14:16:31.496693,13469546046208,0,0,0,1261240320,0,20.781
