warmup_kind,K,sleep_s,probe_idx_within_burst,wall_clock_ns,gpu_t_start_raw,gpu_t_end_raw,gpu_delta_raw,cpu_encode_ns,cpu_commit_ns,cpu_wait_ns,cpu_total_ns
same,5,0.0,6,4668787861625,4668788022625,4668788029500,6875,21875,9417,235708,267000
same,5,0.0,7,4668788157958,4668788313375,4668788320125,6750,17125,10750,229750,257625
same,5,0.0,8,4668788438625,4668788568958,4668788575166,6208,15792,8666,196792,221250
same,5,0.0,9,4668788680916,4668788773208,4668788779458,6250,14375,6167,149125,169667
same,20,0.0,0,4669846080416,4669846726333,4669846738625,12292,114584,26041,619250,759875
same,20,0.0,1,4669846930708,4669847032500,4669847039000,6500,20083,7167,135708,162958
same,20,0.0,2,4669847132166,4669847258000,4669847266041,8041,23458,7792,175417,206667
same,20,0.0,3,4669847369333,4669847487166,4669847495625,8459,19500,6375,172417,198292
same,20,0.0,4,4669847590875,4669847699250,4669847706791,7541,16166,5875,165542,187583
same,20,0.0,5,4669847801000,4669847911041,4669847919041,8000,16250,6333,178875,201458
same,20,0.0,6,4669848032208,4669848140125,4669848147750,7625,17000,6625,170458,194083
same,20,0.0,7,4669848252000,4669848366000,4669848373833,7833,16541,6209,184250,207000
same,20,0.0,8,4669848483208,4669848592208,4669848600125,7917,17500,6334,166583,190417
same,20,0.0,9,4669848699291,4669848806750,4669848814583,7833,15959,6291,174917,197167
same,0,0.001,0,4670990790041,4670991558416,4670991568291,9875,73167,15458,887125,975750
same,0,0.001,1,4670991826041,4670991922000,4670991933416,11416,20625,7917,158250,186792
same,0,0.001,2,4670992056916,4670992148666,4670992155375,6709,17459,5583,143000,166042
same,0,0.001,3,4670992281708,4670992435166,4670992442125,6959,30209,8791,222375,261375
same,0,0.001,4,4670992593000,4670992724833,4670992731333,6500,28417,9666,168709,206792
same,0,0.001,5,4670992831083,4670992949208,4670992955791,6583,17916,6125,209542,233583
same,0,0.001,6,4670993087916,4670993222666,4670993233708,11042,14167,6042,227333,247542
same,0,0.001,7,4670993370041,4670993536291,4670993543875,7584,19417,9083,267667,296167
same,0,0.001,8,4670993688416,4670993841041,4670993848125,7084,14208,8625,259208,282041
same,0,0.001,9,4670994002666,4670994129583,4670994136666,7083,14625,7583,206625,228833
same,1,0.001,0,4672078516875,4672079124666,4672079134541,9875,73042,18208,650792,742042
same,1,0.001,1,4672079325875,4672079682791,4672079691833,9042,22666,9125,445459,477250
same,1,0.001,2,4672079860625,4672080295708,4672080304291,8583,45084,10625,506333,562042
same,1,0.001,3,4672080479083,4672080852291,4672080861416,9125,32167,12417,439958,484542
same,1,0.001,4,4672080997916,4672081379500,4672081388375,8875,21083,8208,470000,499291
same,1,0.001,5,4672081523625,4672081906833,4672081915416,8583,16667,7000,458458,482125
same,1,0.001,6,4672082027666,4672082431375,4672082440916,9541,16334,6708,484333,507375
same,1,0.001,7,4672082555291,4672082985625,4672082994916,9291,14459,6625,512375,533459
same,1,0.001,8,4672083119208,4672083523875,4672083532625,8750,18667,7125,469208,495000
same,1,0.001,9,4672083663833,4672084007708,4672084016666,8958,28041,9584,401750,439375
same,5,0.001,0,4673172426541,4673172983458,4673172992875,9417,75666,18250,600709,694625
same,5,0.001,1,4673173185958,4673173319833,4673173326458,6625,22291,8209,214583,245083
same,5,0.001,2,4673173488500,4673173627750,4673173634583,6833,32959,11875,171833,216667
same,5,0.001,3,4673173738791,4673173865125,4673173872708,7583,20833,7959,194791,223583
same,5,0.001,4,4673173993333,4673174128750,4673174135583,6833,19125,7417,214166,240708
same,5,0.001,5,4673174271208,4673174405083,4673174411583,6500,17875,7250,209458,234583
same,5,0.001,6,4673174534875,4673174738333,4673174744958,6625,18667,6666,283292,308625
same,5,0.001,7,4673174872875,4673174980500,4673174987083,6583,15750,5542,162792,184084
same,5,0.001,8,4673175078416,4673175172125,4673175178666,6541,14459,5291,169750,189500
same,5,0.001,9,4673175326125,4673175468708,4673175474750,6042,33167,11208,179417,223792
same,20,0.001,0,4674303880333,4674304129500,4674304139250,9750,77917,16041,259709,353667
same,20,0.001,1,4674304370416,4674304924583,4674304933500,8917,64791,17209,624333,706333
same,20,0.001,2,4674305166166,4674305312208,4674305319041,6833,40833,10750,172167,223750
same,20,0.001,3,4674305425416,4674305536791,4674305543291,6500,21833,7125,174125,203083
same,20,0.001,4,4674305687041,4674305831000,4674305837791,6791,32875,11041,196917,240833
same,20,0.001,5,4674305969916,4674306087875,4674306094166,6291,21958,7709,188750,218417
same,20,0.001,6,4674306240125,4674306367583,4674306374000,6417,29417,10458,177708,217583
same,20,0.001,7,4674306487500,4674306593875,4674306600458,6583,18625,7250,166583,192458
same,20,0.001,8,4674306702708,4674306803333,4674306809708,6375,15708,6042,161791,183541
same,20,0.001,9,4674306908958,4674307006458,4674307012708,6250,14750,5833,164000,184583
same,0,0.01,0,4675524819875,4675525572916,4675525581708,8792,56333,14750,843125,914208
same,0,0.01,1,4675525800166,4675525911625,4675525918083,6458,23583,8125,171084,202792
same,0,0.01,2,4675526062500,4675526210166,4675526217083,6917,33250,11375,213625,258250
same,0,0.01,3,4675526364000,4675526455041,4675526478333,23292,19333,6667,154167,180167
same,0,0.01,4,4675526563666,4675526636208,4675526643375,7167,12084,4250,151916,168250
same,0,0.01,5,4675526770833,4675526882583,4675526888958,6375,19458,6792,172041,198291
same,0,0.01,6,4675526988916,4675527105000,4675527111916,6916,12708,5000,182333,200041
same,0,0.01,7,4675527205666,4675527312916,4675527319916,7000,10917,4458,179458,194833
same,0,0.01,8,4675527423208,4675527540000,4675527546750,6750,12125,4708,189959,206792
same,0,0.01,9,4675527644875,4675527753208,4675527759708,6500,10000,4333,212292,226625
same,1,0.01,0,4677099681333,4677100551541,4677100561166,9625,142666,35959,830375,1009000
same,1,0.01,1,4677100781791,4677101223666,4677101233916,10250,34459,10083,515667,560209
same,1,0.01,2,4677101383291,4677101483500,4677101490833,7333,22542,7208,141583,171333
same,1,0.01,3,4677101586083,4677101934375,4677101944166,9791,19958,7042,424208,451208
same,1,0.01,4,4677102076583,4677102475208,4677102484583,9375,21916,8334,464875,495125
same,1,0.01,5,4677102615750,4677103012625,4677103021208,8583,20792,7333,457792,485917
same,1,0.01,6,4677103140375,4677103534500,4677103545208,10708,28000,9083,465125,502208
same,1,0.01,7,4677103686791,4677104102000,4677104112041,10041,27500,11667,483833,523000
same,1,0.01,8,4677104244875,4677104650500,4677104663208,12708,21250,8083,485292,514625
same,1,0.01,9,4677104797708,4677105217541,4677105227458,9917,19833,7542,496666,524041
same,5,0.01,0,4678729519750,4678730301166,4678730313791,12625,129250,32500,757875,919625
same,5,0.01,1,4678730531208,4678730650291,4678730656625,6334,35625,10875,137542,184042
same,5,0.01,2,4678730788958,4678730939833,4678730947958,8125,38667,9875,191250,239792
same,5,0.01,3,4678731080583,4678731192333,4678731199916,7583,27209,6625,144333,178167
same,5,0.01,4,4678731289125,4678731380791,4678731388000,7209,20041,6709,140166,166916
same,5,0.01,5,4678731482458,4678731569541,4678731576666,7125,17750,6541,136750,161041
same,5,0.01,6,4678731669333,4678731762458,4678731769833,7375,16583,6209,154541,177333
same,5,0.01,7,4678731878250,4678731999125,4678732006791,7666,22750,6833,169292,198875
same,5,0.01,8,4678732106333,4678732226291,4678732233875,7584,20250,9875,176292,206417
same,5,0.01,9,4678732342041,4678732453875,4678732461083,7208,20209,7083,167250,194542
same,20,0.01,0,4680378048291,4680378801958,4680378813416,11458,74917,17875,850000,942792
same,20,0.01,1,4680379048000,4680379176458,4680379184708,8250,15791,9459,190916,216166
same,20,0.01,2,4680379288791,4680379417708,4680379425541,7833,12750,7875,235291,255916
same,20,0.01,3,4680379590791,4680379755625,4680379763750,8125,27708,10625,257583,295916
same,20,0.01,4,4680379906208,4680380032500,4680380039333,6833,12500,5708,214667,232875
same,20,0.01,5,4680380168750,4680380287125,4680380294291,7166,17833,9042,193375,220250
same,20,0.01,6,4680380413666,4680380526708,4680380533791,7083,15000,5833,197708,218541
same,20,0.01,7,4680380649958,4680380789166,4680380795791,6625,13000,5583,252459,271042
same,20,0.01,8,4680380940125,4680381094333,4680381101958,7625,13625,10291,256042,279958
same,20,0.01,9,4680381240458,4680381389458,4680381396750,7292,13208,6459,250791,270458
same,0,0.1,0,4682156769208,4682157301125,4682157311291,10166,65000,17041,615084,697125
same,0,0.1,1,4682157522125,4682157833166,4682157842625,9459,18125,6709,567416,592250
same,0,0.1,2,4682158159333,4682158280583,4682158287333,6750,25166,8209,167125,200500
same,0,0.1,3,4682158386708,4682158715541,4682158724833,9292,17458,5875,416334,439667
same,0,0.1,4,4682158853416,4682159239458,4682159248458,9000,15792,6500,482125,504417
same,0,0.1,5,4682159381166,4682159511791,4682159518291,6500,15084,5833,228375,249292
same,0,0.1,6,4682159665625,4682159777416,4682159784041,6625,15500,6166,179125,200791
same,0,0.1,7,4682159889750,4682159987458,4682159994291,6833,14250,5834,188583,208667
same,0,0.1,8,4682160124000,4682160252333,4682160258791,6458,15125,6000,202083,223208
same,0,0.1,9,4682160370833,4682160484666,4682160492166,7500,14250,5291,215250,234791
same,1,0.1,0,4687397227791,4687398213791,4687398223375,9584,168875,50959,943708,1163542
same,1,0.1,1,4687398536875,4687398713333,4687398719833,6500,53917,18208,196167,268292
same,1,0.1,2,4687398888625,4687399047000,4687399054125,7125,38458,14125,191167,243750
same,1,0.1,3,4687399167958,4687399281083,4687399288000,6917,22833,8625,159125,190583
same,1,0.1,4,4687399395375,4687399507416,4687399513916,6500,24791,7500,304667,336958
same,1,0.1,5,4687399761333,4687399863166,4687399869750,6584,14833,6500,167000,188333
same,1,0.1,6,4687400001375,4687400190541,4687400197000,6459,93375,13750,154000,261125
same,1,0.1,7,4687400305375,4687400449458,4687400456208,6750,31958,13250,191709,236917
same,1,0.1,8,4687400593916,4687400744625,4687400751125,6500,35917,14541,187084,237542
same,1,0.1,9,4687400911750,4687401085833,4687401092333,6500,51542,18708,194042,264292
same,5,0.1,0,4692641541875,4692642164416,4692642174083,9667,62916,13459,733708,810083
same,5,0.1,1,4692642407375,4692642537291,4692642544041,6750,15958,5875,221625,243458
same,5,0.1,2,4692642673833,4692642782458,4692642789208,6750,13584,5250,162916,181750
same,5,0.1,3,4692642874458,4692642963416,4692642969958,6542,12750,4792,146916,164458
same,5,0.1,4,4692643058916,4692643179625,4692643186166,6541,14417,5791,205292,225500
same,5,0.1,5,4692643331916,4692643474541,4692643480958,6417,27208,9542,210083,246833
same,5,0.1,6,4692643607791,4692643717541,4692643724125,6584,18292,7208,160292,185792
same,5,0.1,7,4692643816666,4692643912708,4692643919208,6500,15292,5875,168375,189542
same,5,0.1,8,4692644027791,4692644152083,4692644158583,6500,14542,6083,184417,205042
same,5,0.1,9,4692644282083,4692644394166,4692644400458,6292,32125,9750,141667,183542
same,20,0.1,0,4697933935208,4697934867750,4697934876416,8666,158667,39666,869167,1067500
same,20,0.1,1,4697935107333,4697935258000,4697935264416,6416,45708,13917,175125,234750
same,20,0.1,2,4697935441375,4697935611791,4697935618583,6792,58959,16166,159834,234959
same,20,0.1,3,4697935720541,4697935879166,4697935886125,6959,34291,11709,197750,243750
same,20,0.1,4,4697936014958,4697936165750,4697936172208,6458,38417,11291,188625,238333
same,20,0.1,5,4697936312041,4697936424083,4697936430458,6375,31500,10042,139792,181334
same,20,0.1,6,4697936527333,4697936634375,4697936640750,6375,23583,8417,135000,167000
same,20,0.1,7,4697936726833,4697936825041,4697936831666,6625,23417,8875,126916,159208
same,20,0.1,8,4697936936416,4697937081625,4697937088000,6375,36625,12791,166500,215916
same,20,0.1,9,4697937199208,4697937303125,4697937309291,6166,30958,9250,118083,158291
same,0,1.0,0,4703400911416,4703401215291,4703401315375,100084,116833,41542,330333,488708
same,0,1.0,1,4703401505750,4703401638291,4703401646041,7750,35083,11375,147292,193750
same,0,1.0,2,4703401773833,4703401877916,4703401884458,6542,26875,8917,190958,226750
same,0,1.0,3,4703402066583,4703402230375,4703402237458,7083,40709,10416,182084,233209
same,0,1.0,4,4703402368583,4703402538875,4703402545916,7041,50625,13500,180125,244250
same,0,1.0,5,4703402663250,4703402759541,4703402765791,6250,23166,7792,120375,151333
same,0,1.0,6,4703402844291,4703402938666,4703402944916,6250,19750,7291,125459,152500
same,0,1.0,7,4703403044375,4703403190291,4703403197208,6917,30042,12833,181709,224584
same,0,1.0,8,4703403325250,4703403451416,4703403457916,6500,38792,9125,124792,172709
same,0,1.0,9,4703403528625,4703403617833,4703403624166,6333,19875,6791,111750,138416
same,1,1.0,0,4743716873166,4743717836916,4743717846500,9584,134000,38750,961125,1133875
same,1,1.0,1,4743718111875,4743718243583,4743718249916,6333,36083,10708,139959,186750
same,1,1.0,2,4743718362916,4743718528250,4743718535166,6916,43750,13458,180125,237333
same,1,1.0,3,4743718663875,4743718785125,4743718791708,6583,33167,7791,133167,174125
same,1,1.0,4,4743718866291,4743718953583,4743718959791,6208,19125,6375,115292,140792
same,1,1.0,5,4743719059541,4743719196291,4743719202791,6500,32167,9000,164667,205834
same,1,1.0,6,4743719332416,4743719480375,4743719486625,6250,49209,12458,138875,200542
same,1,1.0,7,4743719568000,4743719662958,4743719669208,6250,20917,6500,127708,155125
same,1,1.0,8,4743719762916,4743719899291,4743719905916,6625,26250,12667,170333,209250
same,1,1.0,9,4743720015125,4743720127125,4743720133125,6000,27500,7208,127125,161833
same,5,1.0,0,4784054017375,4784055048291,4784055057791,9500,159750,40834,1032791,1233375
same,5,1.0,1,4784055392041,4784055633500,4784055640541,7041,62458,20875,271333,354666
same,5,1.0,2,4784055824958,4784056027375,4784056034541,7166,47000,15750,1041958,1104708
same,5,1.0,3,4784057046708,4784057292416,4784057299458,7042,77000,21459,257166,355625
same,5,1.0,4,4784057497625,4784057671541,4784057677833,6292,57083,19625,189334,266042
same,5,1.0,5,4784057868291,4784058067125,4784058073416,6291,67042,20625,225291,312958
same,5,1.0,6,4784058257083,4784058464416,4784058471291,6875,46417,15666,223917,286000
same,5,1.0,7,4784058587583,4784058707333,4784058713666,6333,49709,7916,119584,177209
same,5,1.0,8,4784058795250,4784058881500,4784058888041,6541,19667,7667,118666,146000
same,5,1.0,9,4784058981375,4784059105041,4784059111500,6459,27334,8041,166042,201417
same,20,1.0,0,4824474430416,4824475473083,4824475482958,9875,157666,54125,1001459,1213250
same,20,1.0,1,4824475765000,4824475922416,4824475928791,6375,49417,17375,186458,253250
same,20,1.0,2,4824476121000,4824476312166,4824476319250,7084,62167,20125,197916,280208
same,20,1.0,3,4824476486375,4824476676333,4824476683208,6875,46792,15750,242667,305209
same,20,1.0,4,4824476889541,4824477084541,4824477091166,6625,61792,21291,212917,296000
same,20,1.0,5,4824477291750,4824477467125,4824477473458,6333,57583,18875,180708,257166
same,20,1.0,6,4824477623750,4824477794375,4824477801208,6833,45875,15834,206083,267792
same,20,1.0,7,4824477951958,4824478081666,4824478088083,6417,37459,13833,159792,211084
same,20,1.0,8,4824478217166,4824478380291,4824478387166,6875,38292,14083,208500,260875
same,20,1.0,9,4824478539583,4824478706500,4824478713250,6750,43166,15042,193208,251416
heavy_write,0,0.0,0,4865003969916,4865004557541,4865004567375,9834,45125,15583,746833,807541
heavy_write,0,0.0,1,4865004844916,4865004930750,4865004937291,6541,12125,4833,154000,170958
heavy_write,0,0.0,2,4865005045750,4865005143375,4865005150083,6708,17291,6792,149625,173708
heavy_write,0,0.0,3,4865005238083,4865005319875,4865005326458,6583,11750,4375,144584,160709
heavy_write,0,0.0,4,4865005415250,4865005490541,4865005496833,6292,9792,3958,139375,153125
heavy_write,0,0.0,5,4865005581875,4865005656708,4865005662958,6250,9083,3500,137209,149792
heavy_write,0,0.0,6,4865005743833,4865005817041,4865005823333,6292,8959,3375,134791,147125
heavy_write,0,0.0,7,4865005902291,4865005973541,4865005980166,6625,7750,3167,133500,144417
heavy_write,0,0.0,8,4865006057708,4865006130791,4865006137000,6209,8209,3375,133500,145084
heavy_write,0,0.0,9,4865006213708,4865006285333,4865006291458,6125,8167,3208,132042,143417
heavy_write,1,0.0,0,4866020699250,4866021740125,4866021749541,9416,161125,41500,1007667,1210292
heavy_write,1,0.0,1,4866022027166,4866022211833,4866022219041,7208,45083,15084,234208,294375
heavy_write,1,0.0,2,4866022406625,4866022602625,4866022610166,7541,51959,17875,229916,299750
heavy_write,1,0.0,3,4866022806041,4866022980958,4866022987375,6417,53542,17750,189208,260500
heavy_write,1,0.0,4,4866023140208,4866023312875,4866023319416,6541,46834,16375,204125,267334
heavy_write,1,0.0,5,4866023468750,4866023630583,4866023637083,6500,41708,15292,207292,264292
heavy_write,1,0.0,6,4866023793500,4866023973833,4866023980708,6875,40958,14750,227500,283208
heavy_write,1,0.0,7,4866024124833,4866024224083,4866024230500,6417,22750,7542,132250,162542
heavy_write,1,0.0,8,4866024332000,4866024449958,4866024456625,6667,27667,9875,152791,190333
heavy_write,1,0.0,9,4866024566916,4866024693875,4866024700583,6708,26916,9292,166042,202250
heavy_write,5,0.0,0,4867043582791,4867044676791,4867044686458,9667,162583,43000,1095084,1300667
heavy_write,5,0.0,1,4867045039375,4867045257125,4867045264250,7125,65792,21000,249875,336667
heavy_write,5,0.0,2,4867045495458,4867045677083,4867045683833,6750,56166,18750,218667,293583
heavy_write,5,0.0,3,4867045896958,4867046077875,4867046084750,6875,54208,15792,204666,274666
heavy_write,5,0.0,4,4867046270583,4867046477583,4867046484458,6875,65250,23166,229125,317541
heavy_write,5,0.0,5,4867046685416,4867046897041,4867046903708,6667,65583,20917,237500,324000
heavy_write,5,0.0,6,4867047067375,4867047212916,4867047219791,6875,35625,10542,173583,219750
heavy_write,5,0.0,7,4867047325916,4867047451500,4867047457958,6458,28459,8375,161208,198042
heavy_write,5,0.0,8,4867047559208,4867047680041,4867047686750,6709,25708,8750,163542,198000
heavy_write,5,0.0,9,4867047797791,4867047918916,4867047925458,6542,26083,9625,160334,196042
heavy_write,20,0.0,0,4868099208416,4868100246875,4868100255833,8958,155250,40417,1020833,1216500
heavy_write,20,0.0,1,4868100562000,4868100795166,4868100802125,6959,67542,17208,236875,321625
heavy_write,20,0.0,2,4868100972291,4868101194000,4868101201041,7041,52625,49208,248417,350250
heavy_write,20,0.0,3,4868101391458,4868101556125,4868101563083,6958,42541,11292,190208,244041
heavy_write,20,0.0,4,4868101680833,4868101782125,4868101788291,6166,21958,6917,131458,160333
heavy_write,20,0.0,5,4868101885958,4868101976291,4868101982375,6084,25791,7667,122333,155791
heavy_write,20,0.0,6,4868102071750,4868102162916,4868102169291,6375,24583,6958,112209,143750
heavy_write,20,0.0,7,4868102242125,4868102331708,4868102338333,6625,19666,6417,150292,176375
heavy_write,20,0.0,8,4868102454375,4868102574500,4868102581166,6666,27125,8917,151458,187500
heavy_write,20,0.0,9,4868102675666,4868102787125,4868102793375,6250,22750,7417,152333,182500
heavy_write,0,0.001,0,4869229017791,4869230139416,4869230148583,9167,166417,40708,1134750,1341875
heavy_write,0,0.001,1,4869230524375,4869230759041,4869230765541,6500,64625,20916,261667,347208
heavy_write,0,0.001,2,4869230962500,4869231161125,4869231168208,7083,57500,19000,236084,312584
heavy_write,0,0.001,3,4869231375541,4869231586000,4869231593166,7166,58500,19083,239375,316958
heavy_write,0,0.001,4,4869231758416,4869231914125,4869231920541,6416,41667,13583,189292,244542
heavy_write,0,0.001,5,4869232053041,4869232238583,4869232245125,6542,43125,14125,232625,289875
heavy_write,0,0.001,6,4869232388833,4869232494125,4869232500666,6541,27708,8042,126375,162125
heavy_write,0,0.001,7,4869232578791,4869232668541,4869232674875,6334,19750,7375,121625,148750
heavy_write,0,0.001,8,4869232765500,4869232887375,4869232893916,6541,25625,8917,158916,193458
heavy_write,0,0.001,9,4869232998250,4869233125541,4869233132166,6625,29834,8958,160750,199542
heavy_write,1,0.001,0,4870325655166,4870326509125,4870326518458,9333,120459,42583,809792,972834
heavy_write,1,0.001,1,4870326732000,4870327041958,4870327050625,8667,35792,9708,350625,396125
heavy_write,1,0.001,2,4870327190166,4870327546666,4870327555875,9209,37833,11875,396417,446125
heavy_write,1,0.001,3,4870327685916,4870328079708,4870328088708,9000,30583,8583,439334,478500
heavy_write,1,0.001,4,4870328233041,4870328603541,4870328612458,8917,40584,11916,408917,461417
heavy_write,1,0.001,5,4870328780166,4870329218166,4870329227041,8875,35042,10125,496458,541625
heavy_write,1,0.001,6,4870329389958,4870329763083,4870329772125,9042,39334,12375,403250,454959
heavy_write,1,0.001,7,4870329907208,4870330243666,4870330252708,9042,27583,8209,404666,440458
heavy_write,1,0.001,8,4870330443500,4870330871666,4870330880416,8750,52583,10958,584250,647791
heavy_write,1,0.001,9,4870331143666,4870331682583,4870331691750,9167,85625,30250,547167,663042
heavy_write,5,0.001,0,4871426643666,4871427382583,4871427390875,8292,135958,35500,703542,875000
heavy_write,5,0.001,1,4871427615666,4871427766333,4871427772750,6417,50125,18959,166500,235584
heavy_write,5,0.001,2,4871427929125,4871428091291,4871428098125,6834,50125,18000,164541,232666
heavy_write,5,0.001,3,4871428211541,4871428336666,4871428343166,6500,35292,13375,144375,193042
heavy_write,5,0.001,4,4871428447291,4871428567500,4871428574125,6625,32625,12583,163625,208833
heavy_write,5,0.001,5,4871428776875,4871428985958,4871428992375,6417,58375,22959,207541,288875
heavy_write,5,0.001,6,4871429136125,4871429278625,4871429285291,6666,47375,19875,152958,220208
heavy_write,5,0.001,7,4871429422625,4871429552916,4871429559500,6584,45209,11833,151208,208250
heavy_write,5,0.001,8,4871429675125,4871429824333,4871429830708,6375,31250,13000,172208,216458
heavy_write,5,0.001,9,4871429955541,4871430089083,4871430095250,6167,47125,18625,149209,214959
heavy_write,20,0.001,0,4872558287541,4872559061041,4872559069916,8875,80000,22709,819833,922542
heavy_write,20,0.001,1,4872559316708,4872559447166,4872559453750,6584,33583,10792,140875,185250
heavy_write,20,0.001,2,4872559538875,4872559645791,4872559652541,6750,19916,6959,152125,179000
heavy_write,20,0.001,3,4872559759250,4872559897375,4872559904333,6958,28916,9000,170834,208750
heavy_write,20,0.001,4,4872560003208,4872560112916,4872560119416,6500,21750,7208,153250,182208
heavy_write,20,0.001,5,4872560249375,4872560400958,4872560407208,6250,38708,10459,174041,223208
heavy_write,20,0.001,6,4872560526041,4872560650291,4872560657166,6875,28709,8416,157834,194959
heavy_write,20,0.001,7,4872560758208,4872560863541,4872560870500,6959,19583,7750,146750,174083
heavy_write,20,0.001,8,4872560955416,4872561052125,4872561058833,6708,15041,5459,146500,167000
heavy_write,20,0.001,9,4872561166791,4872561315833,4872561322500,6667,38042,15292,196250,249584
heavy_write,0,0.01,0,4873777202291,4873778190708,4873778200083,9375,144958,32500,961959,1139417
heavy_write,0,0.01,1,4873778417833,4873778521000,4873778527291,6291,26125,7666,124875,158666
heavy_write,0,0.01,2,4873778601166,4873778706250,4873778713250,7000,16250,6375,153625,176250
heavy_write,0,0.01,3,4873778816708,4873779040375,4873779047041,6666,17167,5792,280291,303250
heavy_write,0,0.01,4,4873779179500,4873779297125,4873779303625,6500,36958,9625,132625,179208
heavy_write,0,0.01,5,4873779402416,4873779491708,4873779497833,6125,23042,9125,112042,144209
heavy_write,0,0.01,6,4873779573833,4873779657916,4873779664583,6667,17000,6208,115375,138583
heavy_write,0,0.01,7,4873779742125,4873779832125,4873779839083,6958,17208,6333,135584,159125
heavy_write,0,0.01,8,4873779940833,4873780061541,4873780068166,6625,23333,9792,158375,191500
heavy_write,0,0.01,9,4873780171958,4873780300583,4873780307250,6667,28500,9333,167084,204917
heavy_write,1,0.01,0,4875361334375,4875362420208,4875362429333,9125,171625,40083,1074584,1286292
heavy_write,1,0.01,1,4875362775791,4875363266750,4875363273208,6458,316125,23042,261792,600959
heavy_write,1,0.01,2,4875363469750,4875363623583,4875363630250,6667,53958,18375,161750,234083
heavy_write,1,0.01,3,4875363759708,4875363941916,4875363949250,7334,42125,14667,234833,291625
heavy_write,1,0.01,4,4875364140875,4875364307833,4875364314500,6667,54584,18458,203042,276084
heavy_write,1,0.01,5,4875364524416,4875364724625,4875364731208,6583,60125,20375,231083,311583
heavy_write,1,0.01,6,4875364912916,4875365103791,4875365110583,6792,47208,17042,232541,296791
heavy_write,1,0.01,7,4875365290833,4875365449958,4875365456416,6458,44041,15334,183500,242875
heavy_write,1,0.01,8,4875365594541,4875365773375,4875365779958,6583,54500,14750,205917,275167
heavy_write,1,0.01,9,4875365925375,4875366055708,4875366062041,6333,34750,13209,164625,212584
heavy_write,5,0.01,0,4876966731458,4876967827916,4876967836833,8917,167666,46042,1058917,1272625
heavy_write,5,0.01,1,4876968120625,4876968337458,4876968343958,6500,52916,18625,261084,332625
heavy_write,5,0.01,2,4876968581166,4876968823083,4876968830208,7125,77000,22042,232458,331500
heavy_write,5,0.01,3,4876968968333,4876969128958,4876969135708,6750,37000,10583,188833,236416
heavy_write,5,0.01,4,4876969270750,4876969386208,4876969392791,6583,37625,8500,125791,171916
heavy_write,5,0.01,5,4876969473583,4876969559416,4876969565708,6292,19208,6459,116875,142542
heavy_write,5,0.01,6,4876969639958,4876969734166,4876969743833,9667,17625,5834,145583,169042
heavy_write,5,0.01,7,4876969869333,4876970003958,4876970010541,6583,34458,9625,162125,206208
heavy_write,5,0.01,8,4876970109416,4876970222125,4876970228791,6666,24583,6792,149708,181083
